Country,StateName,StateCode,Year,TRU,D7294_3,D7294_4,Hospitalisation_cases_received_treatment_%_sum,Hospitalisation_cases_received_treatment_%_avg,Average_duration_of_treatment_of_hospitalised_cases_sum,Average_duration_of_treatment_of_hospitalised_cases_avg,"Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_sum","Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_avg",Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_sum,Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_hospital_%_sum,Treatment_of_hospitalised_cases_from_private_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_sum,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_avg,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_sum,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_avg,Total_treatment_of_all_hospitalised_cases_%_sum,Total_treatment_of_all_hospitalised_cases_%_avg,Estimated_number_of_hospitalised_cases_sum,Estimated_number_of_hospitalised_cases_avg,Sample_of_hospitalised_cases_sum,Sample_of_hospitalised_cases_avg
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,2.2,2.2,0.7,0.7,18.7,18.7,67.5,67.5,13.0,13.0,0.0,0.0,0.7,0.7,100.0,100.0,410.0,410.0,79.0,79.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,2.2,2.2,2.5,2.5,30.4,30.4,45.5,45.5,10.8,10.8,13.2,13.2,0.0,0.0,100.0,100.0,324.0,324.0,63.0,63.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,48.8,48.8,14.4,14.4,95.6,95.6,0.2,0.2,3.9,3.9,0.4,0.4,0.0,0.0,100.0,100.0,9282.0,9282.0,1568.0,1568.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,49.7,49.7,54.6,54.6,81.1,81.1,0.3,0.3,13.7,13.7,4.7,4.7,0.2,0.2,100.0,100.0,7297.0,7297.0,1113.0,1113.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,49.0,49.0,14.1,14.1,4.6,4.6,0.1,0.1,93.1,93.1,2.1,2.1,0.1,0.1,100.0,100.0,9318.0,9318.0,1803.0,1803.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,48.1,48.1,119.5,119.5,14.6,14.6,0.3,0.3,77.1,77.1,8.0,8.0,0.0,0.0,100.0,100.0,7076.0,7076.0,1300.0,1300.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,29.1,29.1,49.3,49.3,1.6,1.6,47.8,47.8,1.2,1.2,0.1,0.1,100.0,100.0,19011.0,19011.0,3450.0,3450.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,176.6,176.6,47.9,47.9,1.3,1.3,44.2,44.2,6.5,6.5,0.1,0.1,100.0,100.0,14697.0,14697.0,2476.0,2476.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,3.3,3.3,0.9,0.9,5.3,5.3,78.6,78.6,15.1,15.1,0.0,0.0,1.1,1.1,100.0,100.0,289.0,289.0,47.0,47.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,2.9,2.9,3.3,3.3,25.8,25.8,56.1,56.1,10.3,10.3,7.8,7.8,0.0,0.0,100.0,100.0,212.0,212.0,32.0,32.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,41.2,41.2,18.4,18.4,97.0,97.0,0.0,0.0,2.7,2.7,0.3,0.3,0.0,0.0,100.0,100.0,3650.0,3650.0,594.0,594.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,44.0,44.0,56.8,56.8,80.9,80.9,0.0,0.0,13.1,13.1,5.4,5.4,0.5,0.5,100.0,100.0,3194.0,3194.0,438.0,438.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,55.5,55.5,17.2,17.2,3.6,3.6,0.2,0.2,94.7,94.7,1.5,1.5,0.0,0.0,100.0,100.0,4911.0,4911.0,967.0,967.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,53.1,53.1,196.5,196.5,10.3,10.3,0.5,0.5,81.0,81.0,8.2,8.2,0.0,0.0,100.0,100.0,3860.0,3860.0,692.0,692.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,36.5,36.5,42.2,42.2,2.7,2.7,54.2,54.2,0.9,0.9,0.0,0.0,100.0,100.0,8850.0,8850.0,1608.0,1608.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,256.6,256.6,41.8,41.8,1.9,1.9,49.1,49.1,7.0,7.0,0.2,0.2,100.0,100.0,7267.0,7267.0,1162.0,1162.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,81.9,81.9,15.0,15.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,80.0,80.0,38.0,38.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,73.6,73.6,9.3,9.3,97.7,97.7,0.0,0.0,2.3,2.3,0.0,0.0,0.0,0.0,100.0,100.0,23.0,23.0,14.0,14.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,18.1,18.1,6.8,6.8,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,18.0,18.0,11.0,11.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,26.4,26.4,8.6,8.6,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,8.0,8.0,5.0,5.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,21.8,21.8,81.9,81.9,0.0,0.0,18.1,18.1,0.0,0.0,0.0,0.0,100.0,100.0,98.0,98.0,49.0,49.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,17.9,17.9,71.9,71.9,0.0,0.0,28.1,28.1,0.0,0.0,0.0,0.0,100.0,100.0,31.0,31.0,19.0,19.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.3,0.3,0.4,0.4,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,2.0,2.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.7,0.7,1.9,1.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,2.0,2.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,67.3,67.3,12.6,12.6,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,170.0,170.0,149.0,149.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,53.2,53.2,9.7,9.7,95.0,95.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,100.0,100.0,55.0,55.0,62.0,62.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,32.4,32.4,14.2,14.2,3.6,3.6,2.7,2.7,93.7,93.7,0.0,0.0,0.0,0.0,100.0,100.0,82.0,82.0,87.0,87.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,46.0,46.0,69.7,69.7,10.2,10.2,0.0,0.0,89.8,89.8,0.0,0.0,0.0,0.0,100.0,100.0,47.0,47.0,51.0,51.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,27.2,27.2,68.8,68.8,0.9,0.9,30.3,30.3,0.0,0.0,0.0,0.0,100.0,100.0,253.0,253.0,238.0,238.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,81.3,81.3,56.0,56.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,100.0,100.0,102.0,102.0,115.0,115.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.5,0.5,0.7,0.7,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,2.0,2.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,1.1,1.1,2.7,2.7,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,2.0,2.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,58.1,58.1,11.1,11.1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,90.0,90.0,111.0,111.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,44.4,44.4,9.9,9.9,93.0,93.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,32.0,32.0,48.0,48.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,41.4,41.4,19.0,19.0,4.6,4.6,3.4,3.4,92.0,92.0,0.0,0.0,0.0,0.0,100.0,100.0,64.0,64.0,76.0,76.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,54.5,54.5,96.1,96.1,12.3,12.3,0.0,0.0,87.7,87.7,0.0,0.0,0.0,0.0,100.0,100.0,39.0,39.0,46.0,46.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,30.7,30.7,60.5,60.5,1.4,1.4,38.1,38.1,0.0,0.0,0.0,0.0,100.0,100.0,155.0,155.0,189.0,189.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,108.7,108.7,49.1,49.1,0.0,0.0,50.9,50.9,0.0,0.0,0.0,0.0,100.0,100.0,72.0,72.0,96.0,96.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,95.4,95.4,25.2,25.2,99.8,99.8,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,100.0,100.0,95.0,95.0,174.0,174.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,91.4,91.4,127.9,127.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,58.0,58.0,98.0,98.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,4.4,4.4,3.3,3.3,28.8,28.8,0.0,0.0,71.2,71.2,0.0,0.0,0.0,0.0,100.0,100.0,4.0,4.0,11.0,11.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,8.2,8.2,12.2,12.2,51.3,51.3,0.0,0.0,48.7,48.7,0.0,0.0,0.0,0.0,100.0,100.0,5.0,5.0,13.0,13.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,28.5,28.5,96.5,96.5,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,186.0,186.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,140.2,140.2,95.7,95.7,0.0,0.0,4.3,4.3,0.0,0.0,0.0,0.0,100.0,100.0,63.0,63.0,112.0,112.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.2,0.2,0.3,0.3,0.0,0.0,49.9,49.9,50.1,50.1,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,2.0,2.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.4,0.4,0.1,0.1,49.9,49.9,0.0,0.0,50.1,50.1,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,2.0,2.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,83.6,83.6,20.9,20.9,99.2,99.2,0.1,0.1,0.8,0.8,0.0,0.0,0.0,0.0,100.0,100.0,137.0,137.0,315.0,315.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,77.1,77.1,123.5,123.5,99.5,99.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,100.0,100.0,83.0,83.0,181.0,181.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,16.1,16.1,6.2,6.2,15.9,15.9,0.0,0.0,83.0,83.0,1.2,1.2,0.0,0.0,100.0,100.0,26.0,26.0,62.0,62.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,22.5,22.5,33.5,33.5,34.5,34.5,0.0,0.0,65.0,65.0,0.5,0.5,0.0,0.0,100.0,100.0,24.0,24.0,57.0,57.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,27.3,27.3,85.5,85.5,0.2,0.2,14.2,14.2,0.2,0.2,0.0,0.0,100.0,100.0,163.0,163.0,379.0,379.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,157.0,157.0,84.7,84.7,0.0,0.0,15.2,15.2,0.1,0.1,0.0,0.0,100.0,100.0,108.0,108.0,240.0,240.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.3,0.3,0.6,0.6,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.4,0.4,0.1,0.1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,65.2,65.2,14.1,14.1,97.8,97.8,0.2,0.2,2.0,2.0,0.0,0.0,0.0,0.0,100.0,100.0,42.0,42.0,141.0,141.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,56.8,56.8,117.2,117.2,98.3,98.3,0.0,0.0,1.7,1.7,0.0,0.0,0.0,0.0,100.0,100.0,25.0,25.0,83.0,83.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,34.5,34.5,10.8,10.8,13.3,13.3,0.0,0.0,85.3,85.3,1.4,1.4,0.0,0.0,100.0,100.0,22.0,22.0,51.0,51.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,42.8,42.8,63.6,63.6,29.9,29.9,0.0,0.0,69.4,69.4,0.7,0.7,0.0,0.0,100.0,100.0,19.0,19.0,44.0,44.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,25.5,25.5,68.4,68.4,0.4,0.4,30.7,30.7,0.5,0.5,0.0,0.0,100.0,100.0,64.0,64.0,193.0,193.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,180.9,180.9,69.1,69.1,0.0,0.0,30.6,30.6,0.3,0.3,0.0,0.0,100.0,100.0,45.0,45.0,128.0,128.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.9,0.9,0.2,0.2,6.3,6.3,83.7,83.7,10.0,10.0,0.0,0.0,0.0,0.0,100.0,100.0,38.0,38.0,11.0,11.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,1.4,1.4,0.4,0.4,10.0,10.0,28.8,28.8,10.8,10.8,50.4,50.4,0.0,0.0,100.0,100.0,36.0,36.0,10.0,10.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,23.6,23.6,4.8,4.8,94.7,94.7,0.2,0.2,3.1,3.1,2.1,2.1,0.0,0.0,100.0,100.0,1002.0,1002.0,282.0,282.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,24.9,24.9,14.4,14.4,60.8,60.8,0.0,0.0,9.9,9.9,28.4,28.4,0.9,0.9,100.0,100.0,642.0,642.0,163.0,163.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,75.5,75.5,19.8,19.8,0.9,0.9,0.1,0.1,96.3,96.3,2.7,2.7,0.1,0.1,100.0,100.0,3203.0,3203.0,712.0,712.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,73.7,73.7,13.9,13.9,4.8,4.8,0.1,0.1,31.7,31.7,62.6,62.6,0.9,0.9,100.0,100.0,1902.0,1902.0,414.0,414.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,24.7,24.7,23.1,23.1,0.9,0.9,73.5,73.5,2.5,2.5,0.1,0.1,100.0,100.0,4243.0,4243.0,1005.0,1005.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,28.6,28.6,18.8,18.8,0.4,0.4,26.0,26.0,53.9,53.9,0.9,0.9,100.0,100.0,2579.0,2579.0,587.0,587.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,1.0,1.0,0.3,0.3,3.2,3.2,76.1,76.1,19.3,19.3,1.4,1.4,0.0,0.0,100.0,100.0,74.0,74.0,21.0,21.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,1.3,1.3,0.3,0.3,6.1,6.1,52.8,52.8,8.6,8.6,32.4,32.4,0.0,0.0,100.0,100.0,59.0,59.0,16.0,16.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,21.2,21.2,4.7,4.7,95.4,95.4,0.1,0.1,3.0,3.0,1.4,1.4,0.0,0.0,100.0,100.0,1616.0,1616.0,413.0,413.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,22.8,22.8,10.4,10.4,53.1,53.1,0.0,0.0,23.1,23.1,23.1,23.1,0.8,0.8,100.0,100.0,1002.0,1002.0,234.0,234.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,77.8,77.8,22.6,22.6,1.1,1.1,0.1,0.1,95.2,95.2,3.6,3.6,0.1,0.1,100.0,100.0,5942.0,5942.0,1453.0,1453.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,75.9,75.9,22.5,22.5,5.3,5.3,0.0,0.0,46.4,46.4,47.4,47.4,0.8,0.8,100.0,100.0,3334.0,3334.0,843.0,843.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,27.6,27.6,21.1,21.1,0.8,0.8,74.9,74.9,3.1,3.1,0.0,0.0,100.0,100.0,7633.0,7633.0,1887.0,1887.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,33.2,33.2,16.2,16.2,0.7,0.7,40.6,40.6,41.7,41.7,0.8,0.8,100.0,100.0,4394.0,4394.0,1093.0,1093.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,1.1,1.1,0.6,0.6,0.0,0.0,68.2,68.2,29.0,29.0,2.8,2.8,0.0,0.0,100.0,100.0,36.0,36.0,10.0,10.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,1.3,1.3,0.3,0.3,0.0,0.0,90.4,90.4,5.2,5.2,4.4,4.4,0.0,0.0,100.0,100.0,23.0,23.0,6.0,6.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,18.1,18.1,4.5,4.5,96.6,96.6,0.0,0.0,3.0,3.0,0.4,0.4,0.0,0.0,100.0,100.0,614.0,614.0,131.0,131.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,19.8,19.8,4.8,4.8,39.4,39.4,0.0,0.0,46.5,46.5,13.5,13.5,0.5,0.5,100.0,100.0,360.0,360.0,71.0,71.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,80.8,80.8,26.1,26.1,1.4,1.4,0.0,0.0,94.0,94.0,4.6,4.6,0.1,0.1,100.0,100.0,2739.0,2739.0,741.0,741.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,78.9,78.9,34.8,34.8,5.9,5.9,0.0,0.0,66.0,66.0,27.3,27.3,0.7,0.7,100.0,100.0,1432.0,1432.0,429.0,429.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,31.2,31.2,18.6,18.6,0.7,0.7,76.8,76.8,3.8,3.8,0.0,0.0,100.0,100.0,3390.0,3390.0,882.0,882.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,39.9,39.9,12.5,12.5,1.2,1.2,61.4,61.4,24.3,24.3,0.6,0.6,100.0,100.0,1815.0,1815.0,506.0,506.0
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.2,0.2,0.0,0.0,42.8,42.8,57.2,57.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.069930546,0.069930546,0.093240728,0.093240728
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.6,0.6,0.0,0.0,22.6,22.6,77.4,77.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.139861092,0.139861092,0.093240728,0.093240728
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,96.0,96.0,35.4,35.4,96.7,96.7,0.3,0.3,0.4,0.4,2.5,2.5,0.0,0.0,100.0,100.0,34.5223795536,34.5223795536,21.0257841711,21.0257841711
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,94.7,94.7,97.4,97.4,81.8,81.8,0.4,0.4,1.0,1.0,15.0,15.0,1.8,1.8,100.0,100.0,23.68314492,23.68314492,14.0560397507,14.0560397507
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,3.7,3.7,1.8,1.8,2.7,2.7,0.0,0.0,80.0,80.0,17.3,17.3,0.0,0.0,100.0,100.0,1.3519905565,1.3519905565,1.0722683724,1.0722683724
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,4.7,4.7,1.6,1.6,38.1,38.1,0.0,0.0,31.0,31.0,30.9,30.9,0.0,0.0,100.0,100.0,1.1888192824,1.1888192824,0.9557174623,0.9557174623
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,37.2,37.2,93.1,93.1,0.4,0.4,3.4,3.4,3.0,3.0,0.0,0.0,100.0,100.0,35.9443006561,35.9443006561,22.1912932715,22.1912932715
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,99.1,99.1,79.4,79.4,0.9,0.9,2.4,2.4,15.7,15.7,1.7,1.7,100.0,100.0,25.0118252944,25.0118252944,15.1049979411,15.1049979411
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.5,0.5,0.1,0.1,18.3,18.3,40.6,40.6,20.8,20.8,20.3,20.3,0.0,0.0,100.0,100.0,0.2187313995,0.2187313995,0.2406045395,0.2406045395
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.8,0.8,0.5,0.5,36.8,36.8,44.0,44.0,19.2,19.2,0.0,0.0,0.0,0.0,100.0,100.0,0.2406045395,0.2406045395,0.1968582596,0.1968582596
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,91.2,91.2,34.5,34.5,96.0,96.0,0.3,0.3,0.7,0.7,3.0,3.0,0.0,0.0,100.0,100.0,41.2089956676,41.2089956676,31.8472917686,31.8472917686
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,90.8,90.8,112.3,112.3,80.4,80.4,0.7,0.7,1.3,1.3,16.1,16.1,1.4,1.4,100.0,100.0,27.7788877377,27.7788877377,20.8013560934,20.8013560934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,8.3,8.3,3.1,3.1,24.9,24.9,0.9,0.9,59.8,59.8,13.6,13.6,0.9,0.9,100.0,100.0,3.7403069316,3.7403069316,3.105985873,3.105985873
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,8.5,8.5,7.7,7.7,32.1,32.1,1.3,1.3,34.7,34.7,30.7,30.7,1.2,1.2,100.0,100.0,2.5810305142,2.5810305142,2.5591573743,2.5591573743
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,37.7,37.7,89.8,89.8,0.5,0.5,5.6,5.6,4.0,4.0,0.1,0.1,100.0,100.0,45.1461608588,45.1461608588,35.1938821811,35.1938821811
