Country,StateName,StateCode,Year,TRU,D7294_3,D7294_4,Hospitalisation_cases_received_treatment_%_sum,Hospitalisation_cases_received_treatment_%_avg,Average_duration_of_treatment_of_hospitalised_cases_sum,Average_duration_of_treatment_of_hospitalised_cases_avg,"Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_sum","Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_avg",Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_sum,Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_hospital_%_sum,Treatment_of_hospitalised_cases_from_private_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_sum,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_avg,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_sum,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_avg,Total_treatment_of_all_hospitalised_cases_%_sum,Total_treatment_of_all_hospitalised_cases_%_avg,Estimated_number_of_hospitalised_cases_sum,Estimated_number_of_hospitalised_cases_avg,Sample_of_hospitalised_cases_sum,Sample_of_hospitalised_cases_avg
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.2,0.2,0.0,0.0,42.8,42.8,57.2,57.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,2.930069454,2.930069454,3.906759272,3.906759272
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.6,0.6,0.0,0.0,22.6,22.6,77.4,77.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,5.860138908,5.860138908,3.906759272,3.906759272
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,96.0,96.0,35.4,35.4,96.7,96.7,0.3,0.3,0.4,0.4,2.5,2.5,0.0,0.0,100.0,100.0,1446.4776204464,1446.4776204464,880.9742158289,880.9742158289
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,94.7,94.7,97.4,97.4,81.8,81.8,0.4,0.4,1.0,1.0,15.0,15.0,1.8,1.8,100.0,100.0,992.31685508,992.31685508,588.9439602493,588.9439602493
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,3.7,3.7,1.8,1.8,2.7,2.7,0.0,0.0,80.0,80.0,17.3,17.3,0.0,0.0,100.0,100.0,56.6480094435,56.6480094435,44.9277316276,44.9277316276
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,4.7,4.7,1.6,1.6,38.1,38.1,0.0,0.0,31.0,31.0,30.9,30.9,0.0,0.0,100.0,100.0,49.8111807176,49.8111807176,40.0442825377,40.0442825377
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,37.2,37.2,93.1,93.1,0.4,0.4,3.4,3.4,3.0,3.0,0.0,0.0,100.0,100.0,1506.0556993439,1506.0556993439,929.8087067285,929.8087067285
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,99.1,99.1,79.4,79.4,0.9,0.9,2.4,2.4,15.7,15.7,1.7,1.7,100.0,100.0,1047.9881747056,1047.9881747056,632.8950020589,632.8950020589
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.5,0.5,0.1,0.1,18.3,18.3,40.6,40.6,20.8,20.8,20.3,20.3,0.0,0.0,100.0,100.0,9.7812686005,9.7812686005,10.7593954605,10.7593954605
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.8,0.8,0.5,0.5,36.8,36.8,44.0,44.0,19.2,19.2,0.0,0.0,0.0,0.0,100.0,100.0,10.7593954605,10.7593954605,8.8031417404,8.8031417404
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,91.2,91.2,34.5,34.5,96.0,96.0,0.3,0.3,0.7,0.7,3.0,3.0,0.0,0.0,100.0,100.0,1842.7910043324,1842.7910043324,1424.1527082314,1424.1527082314
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,90.8,90.8,112.3,112.3,80.4,80.4,0.7,0.7,1.3,1.3,16.1,16.1,1.4,1.4,100.0,100.0,1242.2211122623,1242.2211122623,930.1986439066,930.1986439066
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,8.3,8.3,3.1,3.1,24.9,24.9,0.9,0.9,59.8,59.8,13.6,13.6,0.9,0.9,100.0,100.0,167.2596930684,167.2596930684,138.894014127,138.894014127
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,8.5,8.5,7.7,7.7,32.1,32.1,1.3,1.3,34.7,34.7,30.7,30.7,1.2,1.2,100.0,100.0,115.4189694858,115.4189694858,114.4408426257,114.4408426257
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,37.7,37.7,89.8,89.8,0.5,0.5,5.6,5.6,4.0,4.0,0.1,0.1,100.0,100.0,2018.8538391412,2018.8538391412,1573.8061178189,1573.8061178189
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,120.5,120.5,76.0,76.0,1.1,1.1,4.2,4.2,17.3,17.3,1.4,1.4,100.0,100.0,1367.4213503485,1367.4213503485,1053.4426282728,1053.4426282728
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,1.2,1.2,0.3,0.3,4.5,4.5,31.2,31.2,32.6,32.6,31.7,31.7,0.0,0.0,100.0,100.0,5.8916318745,5.8916318745,6.8735705202,6.8735705202
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,1.4,1.4,2.0,2.0,55.6,55.6,0.0,0.0,44.4,44.4,0.0,0.0,0.0,0.0,100.0,100.0,4.9096932287,4.9096932287,4.9096932287,4.9096932287
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,77.1,77.1,32.0,32.0,93.3,93.3,0.1,0.1,1.4,1.4,5.1,5.1,0.0,0.0,100.0,100.0,394.7393355901,394.7393355901,543.9940097436,543.9940097436
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,77.9,77.9,161.5,161.5,74.9,74.9,1.8,1.8,2.5,2.5,20.8,20.8,0.0,0.0,100.0,100.0,248.4304773739,248.4304773739,341.7146487198,341.7146487198
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,21.7,21.7,6.8,6.8,36.2,36.2,1.3,1.3,49.4,49.4,11.7,11.7,1.3,1.3,100.0,100.0,110.9590669694,110.9590669694,94.2661099917,94.2661099917
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,20.7,20.7,27.6,27.6,27.6,27.6,2.2,2.2,37.5,37.5,30.5,30.5,2.2,2.2,100.0,100.0,65.789889265,65.789889265,74.6273370767,74.6273370767
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,39.1,39.1,79.9,79.9,0.8,0.8,12.2,12.2,6.8,6.8,0.3,0.3,100.0,100.0,512.5719730797,512.5719730797,645.1336902554,645.1336902554
India,Jammu and Kashmir,1,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,191.1,191.1,64.9,64.9,1.9,1.9,10.3,10.3,22.5,22.5,0.4,0.4,100.0,100.0,319.1300598676,319.1300598676,421.2516790252,421.2516790252
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,1.5,1.5,1.3,1.3,0.0,0.0,94.1,94.1,5.9,5.9,0.0,0.0,0.0,0.0,100.0,100.0,36.0,36.0,17.0,17.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,2.0,2.0,6.6,6.6,23.9,23.9,73.2,73.2,2.9,2.9,0.0,0.0,0.0,0.0,100.0,100.0,34.0,34.0,15.0,15.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,76.9,76.9,37.9,37.9,97.7,97.7,0.3,0.3,1.2,1.2,0.7,0.7,0.1,0.1,100.0,100.0,1864.0,1864.0,797.0,797.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,74.3,74.3,115.8,115.8,80.3,80.3,0.3,0.3,5.5,5.5,10.7,10.7,3.2,3.2,100.0,100.0,1264.0,1264.0,491.0,491.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,21.6,21.6,10.1,10.1,7.6,7.6,0.1,0.1,87.3,87.3,5.0,5.0,0.0,0.0,100.0,100.0,523.0,523.0,229.0,229.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,23.7,23.7,20.4,20.4,43.2,43.2,0.0,0.0,44.7,44.7,12.1,12.1,0.0,0.0,100.0,100.0,403.0,403.0,168.0,168.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,49.3,49.3,76.8,76.8,1.7,1.7,19.8,19.8,1.6,1.6,0.1,0.1,100.0,100.0,2423.0,2423.0,1043.0,1043.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,142.8,142.8,70.4,70.4,1.7,1.7,14.7,14.7,10.8,10.8,2.4,2.4,100.0,100.0,1700.0,1700.0,674.0,674.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,1.7,1.7,1.5,1.5,2.1,2.1,93.3,93.3,4.6,4.6,0.0,0.0,0.0,0.0,100.0,100.0,46.0,46.0,30.0,30.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,2.3,2.3,8.1,8.1,27.7,27.7,62.1,62.1,8.9,8.9,1.3,1.3,0.0,0.0,100.0,100.0,42.0,42.0,24.0,24.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,76.8,76.8,36.5,36.5,97.5,97.5,0.4,0.4,1.1,1.1,0.9,0.9,0.1,0.1,100.0,100.0,2034.0,2034.0,985.0,985.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,73.6,73.6,121.3,121.3,80.2,80.2,0.3,0.3,5.3,5.3,11.1,11.1,3.1,3.1,100.0,100.0,1327.0,1327.0,587.0,587.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,21.5,21.5,9.8,9.8,8.0,8.0,0.1,0.1,87.2,87.2,4.7,4.7,0.0,0.0,100.0,100.0,569.0,569.0,291.0,291.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,24.1,24.1,20.9,20.9,42.5,42.5,0.0,0.0,45.8,45.8,11.7,11.7,0.0,0.0,100.0,100.0,434.0,434.0,214.0,214.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,47.8,47.8,76.6,76.6,2.0,2.0,19.7,19.7,1.7,1.7,0.1,0.1,100.0,100.0,2649.0,2649.0,1306.0,1306.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,150.2,150.2,69.9,69.9,1.7,1.7,15.1,15.1,11.0,11.0,2.3,2.3,100.0,100.0,1804.0,1804.0,825.0,825.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,4.4,4.4,3.3,3.3,9.7,9.7,90.3,90.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,10.0,10.0,13.0,13.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,7.9,7.9,33.0,33.0,43.5,43.5,16.1,16.1,33.8,33.8,6.6,6.6,0.0,0.0,100.0,100.0,8.0,8.0,9.0,9.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,75.4,75.4,21.2,21.2,95.0,95.0,1.1,1.1,0.3,0.3,3.6,3.6,0.0,0.0,100.0,100.0,170.0,170.0,188.0,188.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,61.7,61.7,211.9,211.9,78.5,78.5,0.0,0.0,1.3,1.3,19.1,19.1,1.2,1.2,100.0,100.0,64.0,64.0,96.0,96.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,20.2,20.2,6.8,6.8,11.7,11.7,0.0,0.0,86.8,86.8,1.5,1.5,0.0,0.0,100.0,100.0,46.0,46.0,62.0,62.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,30.4,30.4,27.8,27.8,34.4,34.4,0.0,0.0,59.0,59.0,6.7,6.7,0.0,0.0,100.0,100.0,31.0,31.0,46.0,46.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,31.3,31.3,74.4,74.4,4.9,4.9,17.7,17.7,3.0,3.0,0.0,0.0,100.0,100.0,226.0,226.0,263.0,263.0
India,Himachal Pradesh,2,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,272.6,272.6,62.3,62.3,1.3,1.3,21.4,21.4,14.3,14.3,0.7,0.7,100.0,100.0,103.0,103.0,151.0,151.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,6.3,6.3,2.0,2.0,0.8,0.8,95.0,95.0,3.4,3.4,0.8,0.8,0.0,0.0,100.0,100.0,285.0,285.0,39.0,39.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,5.5,5.5,2.1,2.1,13.1,13.1,57.9,57.9,8.2,8.2,20.8,20.8,0.0,0.0,100.0,100.0,174.0,174.0,26.0,26.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,28.2,28.2,8.5,8.5,96.1,96.1,0.1,0.1,2.4,2.4,1.4,1.4,0.0,0.0,100.0,100.0,1275.0,1275.0,336.0,336.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,26.0,26.0,20.6,20.6,57.9,57.9,0.8,0.8,12.6,12.6,28.7,28.7,0.0,0.0,100.0,100.0,826.0,826.0,234.0,234.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,65.5,65.5,35.5,35.5,1.6,1.6,0.2,0.2,96.0,96.0,2.2,2.2,0.0,0.0,100.0,100.0,2957.0,2957.0,615.0,615.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,68.5,68.5,452.3,452.3,4.5,4.5,7.5,7.5,66.9,66.9,20.2,20.2,0.8,0.8,100.0,100.0,2180.0,2180.0,395.0,395.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,46.0,46.0,28.2,28.2,6.1,6.1,63.7,63.7,1.9,1.9,0.0,0.0,100.0,100.0,4517.0,4517.0,990.0,990.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,475.0,475.0,18.9,18.9,8.5,8.5,49.6,49.6,22.5,22.5,0.6,0.6,100.0,100.0,3180.0,3180.0,655.0,655.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,4.9,4.9,1.6,1.6,1.2,1.2,93.2,93.2,5.0,5.0,0.6,0.6,0.0,0.0,100.0,100.0,355.0,355.0,66.0,66.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,4.4,4.4,3.3,3.3,10.3,10.3,59.2,59.2,8.4,8.4,20.2,20.2,1.9,1.9,100.0,100.0,222.0,222.0,47.0,47.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,27.6,27.6,10.2,10.2,95.1,95.1,0.3,0.3,2.5,2.5,2.1,2.1,0.0,0.0,100.0,100.0,1997.0,1997.0,589.0,589.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,27.0,27.0,26.6,26.6,60.4,60.4,0.8,0.8,10.7,10.7,27.7,27.7,0.5,0.5,100.0,100.0,1357.0,1357.0,411.0,411.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,67.5,67.5,31.1,31.1,3.1,3.1,0.2,0.2,94.6,94.6,2.0,2.0,0.0,0.0,100.0,100.0,4889.0,4889.0,1298.0,1298.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,68.6,68.6,345.6,345.6,5.5,5.5,5.0,5.0,67.5,67.5,21.4,21.4,0.7,0.7,100.0,100.0,3452.0,3452.0,837.0,837.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,42.9,42.9,28.3,28.3,4.8,4.8,64.8,64.8,2.0,2.0,0.0,0.0,100.0,100.0,7241.0,7241.0,1953.0,1953.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,375.6,375.6,20.5,20.5,6.2,6.2,49.6,49.6,23.0,23.0,0.7,0.7,100.0,100.0,5031.0,5031.0,1295.0,1295.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,2.6,2.6,0.8,0.8,2.6,2.6,86.2,86.2,11.3,11.3,0.0,0.0,0.0,0.0,100.0,100.0,70.0,70.0,27.0,27.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,2.6,2.6,5.5,5.5,0.0,0.0,63.7,63.7,9.1,9.1,18.3,18.3,8.9,8.9,100.0,100.0,48.0,48.0,21.0,21.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,26.5,26.5,13.0,13.0,93.2,93.2,0.8,0.8,2.8,2.8,3.3,3.3,0.0,0.0,100.0,100.0,722.0,722.0,253.0,253.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,28.7,28.7,36.9,36.9,64.2,64.2,0.8,0.8,7.6,7.6,26.1,26.1,1.4,1.4,100.0,100.0,531.0,531.0,177.0,177.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,70.9,70.9,23.8,23.8,5.4,5.4,0.3,0.3,92.6,92.6,1.7,1.7,0.0,0.0,100.0,100.0,1931.0,1931.0,683.0,683.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,68.7,68.7,162.2,162.2,7.1,7.1,0.6,0.6,68.5,68.5,23.3,23.3,0.4,0.4,100.0,100.0,1272.0,1272.0,442.0,442.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,37.7,37.7,28.6,28.6,2.6,2.6,66.7,66.7,2.1,2.1,0.0,0.0,100.0,100.0,2724.0,2724.0,963.0,963.0
India,Punjab,3,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,204.7,204.7,23.3,23.3,2.3,2.3,49.5,49.5,24.0,24.0,0.9,0.9,100.0,100.0,1851.0,1851.0,640.0,640.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.4,0.4,0.1,0.1,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.6,0.6,0.2,0.2,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,90.5,90.5,29.9,29.9,99.5,99.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,100.0,100.0,2.0,2.0,32.0,32.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,92.7,92.7,123.7,123.7,74.6,74.6,0.0,0.0,0.0,0.0,25.4,25.4,0.0,0.0,100.0,100.0,1.0,1.0,20.0,20.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,9.1,9.1,7.8,7.8,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,3.0,3.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,6.7,6.7,2.9,2.9,88.8,88.8,0.0,0.0,11.2,11.2,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,2.0,2.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,37.9,37.9,90.0,90.0,0.4,0.4,9.6,9.6,0.0,0.0,0.0,0.0,100.0,100.0,2.0,2.0,36.0,36.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,126.9,126.9,75.1,75.1,0.6,0.6,0.7,0.7,23.5,23.5,0.0,0.0,100.0,100.0,1.0,1.0,23.0,23.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.6,0.6,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,2.0,2.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1.0,1.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,68.6,68.6,39.8,39.8,97.7,97.7,0.5,0.5,0.0,0.0,1.7,1.7,0.0,0.0,100.0,100.0,105.0,105.0,136.0,136.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,68.4,68.4,208.7,208.7,94.1,94.1,0.0,0.0,1.8,1.8,4.1,4.1,0.0,0.0,100.0,100.0,78.0,78.0,101.0,101.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,30.7,30.7,16.8,16.8,3.3,3.3,6.1,6.1,83.8,83.8,6.8,6.8,0.0,0.0,100.0,100.0,47.0,47.0,47.0,47.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,31.6,31.6,58.3,58.3,12.6,12.6,0.0,0.0,78.4,78.4,9.1,9.1,0.0,0.0,100.0,100.0,36.0,36.0,38.0,38.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,56.6,56.6,68.1,68.1,2.8,2.8,25.8,25.8,3.3,3.3,0.0,0.0,100.0,100.0,153.0,153.0,185.0,185.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,267.1,267.1,68.4,68.4,0.0,0.0,26.0,26.0,5.7,5.7,0.0,0.0,100.0,100.0,114.0,114.0,140.0,140.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.6,0.6,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,1.0,1.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,68.3,68.3,39.9,39.9,97.7,97.7,0.5,0.5,0.0,0.0,1.8,1.8,0.0,0.0,100.0,100.0,103.0,103.0,104.0,104.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,68.1,68.1,209.7,209.7,94.4,94.4,0.0,0.0,1.8,1.8,3.8,3.8,0.0,0.0,100.0,100.0,77.0,77.0,81.0,81.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,31.0,31.0,16.9,16.9,3.3,3.3,6.1,6.1,83.7,83.7,6.9,6.9,0.0,0.0,100.0,100.0,47.0,47.0,44.0,44.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,31.9,31.9,59.0,59.0,12.4,12.4,0.0,0.0,78.5,78.5,9.1,9.1,0.0,0.0,100.0,100.0,36.0,36.0,36.0,36.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,56.9,56.9,67.8,67.8,2.9,2.9,26.0,26.0,3.3,3.3,0.0,0.0,100.0,100.0,151.0,151.0,149.0,149.0
India,Chandigarh,4,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,268.7,268.7,68.3,68.3,0.0,0.0,26.3,26.3,5.5,5.5,0.0,0.0,100.0,100.0,113.0,113.0,117.0,117.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,1.6,1.6,0.5,0.5,6.0,6.0,27.3,27.3,66.7,66.7,0.0,0.0,0.0,0.0,100.0,100.0,13.0,13.0,9.0,9.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,1.2,1.2,1.5,1.5,9.1,9.1,84.6,84.6,3.3,3.3,3.0,3.0,0.0,0.0,100.0,100.0,7.0,7.0,7.0,7.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,42.6,42.6,10.1,10.1,98.5,98.5,0.7,0.7,0.2,0.2,0.6,0.6,0.0,0.0,100.0,100.0,338.0,338.0,178.0,178.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,43.0,43.0,11.4,11.4,65.4,65.4,1.0,1.0,3.8,3.8,9.6,9.6,20.2,20.2,100.0,100.0,246.0,246.0,128.0,128.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,55.8,55.8,21.8,21.8,3.3,3.3,0.0,0.0,95.0,95.0,1.7,1.7,0.0,0.0,100.0,100.0,443.0,443.0,207.0,207.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,55.8,55.8,28.6,28.6,14.5,14.5,0.0,0.0,58.0,58.0,24.0,24.0,3.5,3.5,100.0,100.0,319.0,319.0,136.0,136.0
