Country,StateName,StateCode,Year,TRU,D7298_3,D7298_4,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_sum,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_avg,Estimated_number_of_hospitalisation_cases_sum,Estimated_number_of_hospitalisation_cases_avg,Sample_number_of_hospitalisation_cases_sum,Sample_number_of_hospitalisation_cases_avg
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,8436.0,8436.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),4814.0,4814.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,5234.0,5234.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,3293.0,3293.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,12691.0,12691.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),5599.0,5599.0,120.0,120.0,468.0,468.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,27559.0,27559.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,2892.0,2892.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,41084.0,41084.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),4368.0,4368.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,7600.0,7600.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,3634.0,3634.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,77918.0,77918.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),5455.0,5455.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,20316.0,20316.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,3264.0,3264.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,56776.0,56776.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),4909.0,4909.0,1586.0,1586.0,856.0,856.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,22845.0,22845.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3153.0,3153.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,47870.0,47870.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),5486.0,5486.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,48314.0,48314.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,4245.0,4245.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,68486.0,68486.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),6828.0,6828.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,35538.0,35538.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,3695.0,3695.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,56155.0,56155.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),6147.0,6147.0,1914.0,1914.0,1236.0,1236.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,6711.0,6711.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,4469.0,4469.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,56405.0,56405.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),10601.0,10601.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,80788.0,80788.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,7669.0,7669.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,53398.0,53398.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),13862.0,13862.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,59283.0,59283.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,5987.0,5987.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,55297.0,55297.0,328.0,328.0,380.0,380.0
India,Tripura,16,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),12132.0,12132.0,328.0,328.0,380.0,380.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,1070.0,1070.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,602.0,602.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,10531.0,10531.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),1448.0,1448.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,0.0,0.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,576.0,576.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,15078.0,15078.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),1300.0,1300.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,1070.0,1070.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,590.0,590.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,12024.0,12024.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),1381.0,1381.0,406.0,406.0,364.0,364.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,5380.0,5380.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,1057.0,1057.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,20466.0,20466.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),4272.0,4272.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,14133.0,14133.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,1186.0,1186.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,22616.0,22616.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),3859.0,3859.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,9587.0,9587.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,1118.0,1118.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,21292.0,21292.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),4083.0,4083.0,486.0,486.0,565.0,565.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,8956.0,8956.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,6678.0,6678.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,28133.0,28133.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),19343.0,19343.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,14133.0,14133.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,6902.0,6902.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,26520.0,26520.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),16389.0,16389.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,12211.0,12211.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,6798.0,6798.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,27453.0,27453.0,79.0,79.0,201.0,201.0
India,Meghalaya,17,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),17937.0,17937.0,79.0,79.0,201.0,201.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,8223.0,8223.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,4398.0,4398.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,23685.0,23685.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),8673.0,8673.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,5458.0,5458.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,4481.0,4481.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,30336.0,30336.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),10027.0,10027.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,7291.0,7291.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,4441.0,4441.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,27053.0,27053.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),9363.0,9363.0,2374.0,2374.0,1095.0,1095.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,8860.0,8860.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,4794.0,4794.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,31262.0,31262.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),12105.0,12105.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,12297.0,12297.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,4774.0,4774.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,44145.0,44145.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),15384.0,15384.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,10166.0,10166.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,4784.0,4784.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,37848.0,37848.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),13798.0,13798.0,2970.0,2970.0,1600.0,1600.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,10247.0,10247.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,7673.0,7673.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,45123.0,45123.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),26762.0,26762.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,21330.0,21330.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,6462.0,6462.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,68111.0,68111.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),35467.0,35467.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,15305.0,15305.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,6980.0,6980.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,57067.0,57067.0,595.0,595.0,505.0,505.0
India,Assam,18,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),31482.0,31482.0,595.0,595.0,505.0,505.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,13320.0,13320.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,2991.0,2991.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,24666.0,24666.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),7569.0,7569.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,12256.0,12256.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,2302.0,2302.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,54597.0,54597.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),17268.0,17268.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,12694.0,12694.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,2639.0,2639.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,42981.0,42981.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),12741.0,12741.0,24494.0,24494.0,2628.0,2628.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,12781.0,12781.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3269.0,3269.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,31215.0,31215.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),10759.0,10759.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,19194.0,19194.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,2680.0,2680.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,49897.0,49897.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),18119.0,18119.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,16057.0,16057.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,2973.0,2973.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,41868.0,41868.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),14580.0,14580.0,36087.0,36087.0,4663.0,4663.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,12326.0,12326.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,3967.0,3967.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,38221.0,38221.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),16916.0,16916.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,30815.0,30815.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,3746.0,3746.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,42415.0,42415.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),20077.0,20077.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,20062.0,20062.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,3862.0,3862.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,40379.0,40379.0,11592.0,11592.0,2035.0,2035.0
India,West Bengal,19,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),18466.0,18466.0,11592.0,11592.0,2035.0,2035.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,59877.0,59877.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,3141.0,3141.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,20127.0,20127.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),13034.0,13034.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,8228.0,8228.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,5396.0,5396.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,33767.0,33767.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),20841.0,20841.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,22047.0,22047.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,3959.0,3959.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,26753.0,26753.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),16554.0,16554.0,2579.0,2579.0,825.0,825.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,39124.0,39124.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,6526.0,6526.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,24362.0,24362.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),17063.0,17063.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,9549.0,9549.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,9114.0,9114.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,31085.0,31085.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),21346.0,21346.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,20483.0,20483.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,7609.0,7609.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,27613.0,27613.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),19057.0,19057.0,4254.0,4254.0,1468.0,1468.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,13513.0,13513.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,14644.0,14644.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,29703.0,29703.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),23721.0,23721.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,19920.0,19920.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,13812.0,13812.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,27633.0,27633.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),22061.0,22061.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,15441.0,15441.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,14212.0,14212.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,28708.0,28708.0,1676.0,1676.0,643.0,643.0
India,Jharkhand,20,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),22910.0,22910.0,1676.0,1676.0,643.0,643.0
India,Odisha,21,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,13855.0,13855.0,10954.0,10954.0,1886.0,1886.0
