Country,StateName,StateCode,Year,TRU,D7298_3,D7298_4,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_sum,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_avg,Estimated_number_of_hospitalisation_cases_sum,Estimated_number_of_hospitalisation_cases_avg,Sample_number_of_hospitalisation_cases_sum,Sample_number_of_hospitalisation_cases_avg
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,18227.0,18227.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,518.0,518.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,31141.0,31141.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),13146.0,13146.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,12923.0,12923.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,520.0,520.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,27684.0,27684.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),12057.0,12057.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,5705.0,5705.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,499.0,499.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,26574.0,26574.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),13387.0,13387.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,13414.0,13414.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,464.0,464.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,36883.0,36883.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),17967.0,17967.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,10179.0,10179.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,480.0,480.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,31989.0,31989.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),15835.0,15835.0,22482.0,22482.0,4047.0,4047.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,3879.0,3879.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,465.0,465.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,28774.0,28774.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),16274.0,16274.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,11843.0,11843.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,384.0,384.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,41414.0,41414.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),23051.0,23051.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,8939.0,8939.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,421.0,421.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,35582.0,35582.0,10744.0,10744.0,1919.0,1919.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),19963.0,19963.0,10744.0,10744.0,1919.0,1919.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,0.0,0.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,239.0,239.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,39836.0,39836.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),9128.0,9128.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,0.0,0.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,194.0,194.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,13838.0,13838.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),2424.0,2424.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,0.0,0.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,213.0,213.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,27246.0,27246.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),5352.0,5352.0,138.0,138.0,68.0,68.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,28255.0,28255.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,1048.0,1048.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,34225.0,34225.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),11216.0,11216.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,0.0,0.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,1868.0,1868.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,81244.0,81244.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),26590.0,26590.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,28255.0,28255.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,1496.0,1496.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,60348.0,60348.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),19646.0,19646.0,345.0,345.0,318.0,318.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,28255.0,28255.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,1666.0,1666.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,31964.0,31964.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),12534.0,12534.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,0.0,0.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,3539.0,3539.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,99794.0,99794.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),43473.0,43473.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,28255.0,28255.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,2632.0,2632.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,71240.0,71240.0,207.0,207.0,250.0,250.0
India,Puducherry,34,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),29190.0,29190.0,207.0,207.0,250.0,250.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,300000.0,300000.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,94.0,94.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,160920.0,160920.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),12154.0,12154.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,0.0,0.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,1.0,1.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,36522.0,36522.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),2226.0,2226.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,300000.0,300000.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,40.0,40.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,91513.0,91513.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),6397.0,6397.0,108.0,108.0,201.0,201.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,300000.0,300000.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,208.0,208.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,111416.0,111416.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),24438.0,24438.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,374500.0,374500.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,1.0,1.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,64712.0,64712.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),8990.0,8990.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,337195.0,337195.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,95.0,95.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,92998.0,92998.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),16379.0,16379.0,176.0,176.0,408.0,408.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,0.0,0.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,406.0,406.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,101307.0,101307.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),38730.0,38730.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,374500.0,374500.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,2.0,2.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,78514.0,78514.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),23401.0,23401.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,374500.0,374500.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,217.0,217.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,93447.0,93447.0,68.0,68.0,207.0,207.0
India,Andaman and Nicobar Islands,35,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),32141.0,32141.0,68.0,68.0,207.0,207.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,6157.0,6157.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,1052.0,1052.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,23590.0,23590.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),18441.0,18441.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,5476.0,5476.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,1439.0,1439.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,26022.0,26022.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),19536.0,19536.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,5704.0,5704.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,1276.0,1276.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,24891.0,24891.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),19039.0,19039.0,4439.0,4439.0,1059.0,1059.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,10878.0,10878.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,5061.0,5061.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,26580.0,26580.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),21461.0,21461.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,6969.0,6969.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,1624.0,1624.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,28529.0,28529.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),23154.0,23154.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,9258.0,9258.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,3345.0,3345.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,27659.0,27659.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),22377.0,22377.0,8066.0,8066.0,1993.0,1993.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,12895.0,12895.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,9574.0,9574.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,30253.0,30253.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),25052.0,25052.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,15010.0,15010.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,2126.0,2126.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,31155.0,31155.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),27694.0,27694.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,13184.0,13184.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,6868.0,6868.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,30771.0,30771.0,3627.0,3627.0,934.0,934.0
India,Telangana,36,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),26461.0,26461.0,3627.0,3627.0,934.0,934.0
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,18919.0,18919.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,4225.0,4225.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,44710.0,44710.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),5661.0,5661.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,3524.0,3524.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,5333.0,5333.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,56092.0,56092.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),7247.0,7247.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,7691.0,7691.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,4707.0,4707.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,49951.0,49951.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),6355.0,6355.0,40.8627490598,40.8627490598,24.1027281961,24.1027281961
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,14303.0,14303.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,5542.0,5542.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,40054.0,40054.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),8799.0,8799.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,4614.0,4614.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,5877.0,5877.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,46994.0,46994.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),8629.0,8629.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,9446.0,9446.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,5692.0,5692.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,42565.0,42565.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),8724.0,8724.0,51.8174685438,51.8174685438,38.6498382934,38.6498382934
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,12152.0,12152.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,10623.0,10623.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,38273.0,38273.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),17889.0,17889.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,10899.0,10899.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,7585.0,7585.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,40494.0,40494.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),12484.0,12484.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,11928.0,11928.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,9147.0,9147.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,38970.0,38970.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,Ladakh,37,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),15476.0,15476.0,11.1077328659,11.1077328659,13.2389726678,13.2389726678
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,0.0,0.0,40.0,40.0,85.0,85.0
India,The Dadra and Nagar Haveli and Daman and Diu,38,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,99.1821979073,99.1821979073,40.0,40.0,85.0,85.0
